case_id	case_version	parent_test_id	ledger_entry	requirement	classification	applicability	oracle_id	oracle_version	oracle_type	oracle	evidence_requirement	pass_fail_rule	certification_impact	dependencies
BIOS-004-P0456	1.0.0	BIOS-004	0456	BIOS DMA state	REQUIRED	generic CP/M 2.2 baseline	OR-0456	1.0.0	positive predicate	Trace application and directory buffers.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BIOS-004-P0457	1.0.0	BIOS-004	0457	BIOS logical-sector transfer	REQUIRED	generic CP/M 2.2 baseline	OR-0457	1.0.0	positive predicate	Test successful and fault-injected transfers.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BIOS-004-P0458	1.0.0	BIOS-004	0458	BIOS WRITE type codes	REQUIRED	generic CP/M 2.2 baseline	OR-0458	1.0.0	positive predicate	Verify controlled lifecycle produces all.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BIOS-004-P0459	1.0.0	BIOS-004	0459	Physical storage freedom	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	OR-0459	1.0.0	anti-requirement	Run the same BDOS tests over distinct physical mappings.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The framework must not require equality with this behavior; testing may only verify that no baseline assertion depends on it.	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.	MEM-001; BIOS-001 as applicable
BIOS-001-P0460	1.0.0	BIOS-001	0460	BIOS disk-call reentrancy	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0460	1.0.0	permitted variation	Do not require nested setup preservation.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	profile manifest; restored fixture
BIOS-002-P0461	1.0.0	BIOS-002	0461	BIOS jump-vector structure	REQUIRED	generic CP/M 2.2 baseline	OR-0461	1.0.0	positive predicate	Locate the configured BIOS and verify opcodes, spacing, count, and order independently.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BIOS-005-P0462	1.0.0	BIOS-005	0462	BIOS vector address freedom	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0462	1.0.0	permitted variation	Run the same vector test at distinct configured memory sizes without fixed numeric addresses.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	MEM-001; BIOS-001 as applicable
BIOS-001-P0463	1.0.0	BIOS-001	0463	BIOS-base discovery through WBOOT gateway	REQUIRED	generic CP/M 2.2 baseline	OR-0463	1.0.0	positive predicate	Derive the base only from page zero and successfully identify all entries.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	profile manifest; restored fixture
BIOS-002-P0464	1.0.0	BIOS-002	0464	BOOT control contract	REQUIRED	generic CP/M 2.2 baseline	OR-0464	1.0.0	positive predicate	Cold-start a configured image and validate public state at CCP entry.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BIOS-005-P0465	1.0.0	BIOS-005	0465	WBOOT control contract	REQUIRED	generic CP/M 2.2 baseline	OR-0465	1.0.0	positive predicate	Invoke programmed warm restart and verify CCP resumes with documented public state.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BIOS-001-P0466	1.0.0	BIOS-001	0466	Warm-start gateway reconstruction	REQUIRED	generic CP/M 2.2 baseline	OR-0466	1.0.0	positive predicate	Damage only the two gateway opcodes, invoke saved WBOOT, and verify both valid gateways at the next transient entry.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	profile manifest; restored fixture
BIOS-002-P0467	1.0.0	BIOS-002	0467	Boot implementation freedom	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	OR-0467	1.0.0	anti-requirement	Accept distinct boot implementations that produce the same documented public state.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The framework must not require equality with this behavior; testing may only verify that no baseline assertion depends on it.	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.	MEM-001; BIOS-001 as applicable
BIOS-005-P0468	1.0.0	BIOS-005	0468	BIOS console status contract	REQUIRED	generic CP/M 2.2 baseline	OR-0468	1.0.0	positive predicate	Queue one character, poll before/after, and recover that same character through CONIN.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BIOS-001-P0469	1.0.0	BIOS-001	0469	BIOS console input contract	REQUIRED	generic CP/M 2.2 baseline	OR-0469	1.0.0	positive predicate	Supply controlled input and separately observe A and absence of BIOS-imposed BDOS transformations.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	profile manifest; restored fixture
BIOS-002-P0470	1.0.0	BIOS-002	0470	BIOS character output contracts	REQUIRED	generic CP/M 2.2 baseline	OR-0470	1.0.0	positive predicate	Call each vector with graphic/control bytes and capture the C byte at the logical boundary.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BIOS-005-P0471	1.0.0	BIOS-005	0471	BIOS reader contract	REQUIRED	generic CP/M 2.2 baseline	OR-0471	1.0.0	positive predicate	Test normal input and configured absent-device EOF independently.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
BIOS-001-P0472	1.0.0	BIOS-001	0472	LISTST result policy	PROFILE REQUIRED	the BIOS/list-device profile	OR-0472	1.0.0	profile-gated positive	Profile defines ready/not-ready encodings and tests both states; generic callers cannot assume one exact nonzero.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle under the selected named profile.	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.	profile manifest; restored fixture
BIOS-002-P0473	1.0.0	BIOS-002	0473	Direct BIOS call layering	REQUIRED	generic CP/M 2.2 baseline	OR-0473	1.0.0	positive predicate	Compare direct and BDOS-mediated controlled character operations.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
CCP-001-P0474	1.0.0	CCP-001	0474	BIOS residual registers and reentrancy	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0474	1.0.0	permitted variation	Applications rely only on documented inputs/outputs and make no nested-context assumption.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-002-P0475	1.0.0	CCP-002	0475	CCP semantic prompt	REQUIRED	generic CP/M 2.2 baseline	OR-0475	1.0.0	positive predicate	Switch drives and verify the semantic prompt changes accordingly.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-001-P0476	1.0.0	CCP-001	0476	CCP prompt presentation freedom	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0476	1.0.0	permitted variation	Baseline uses semantic recognition, never byte-exact prompt decoration.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-002-P0477	1.0.0	CCP-002	0477	CCP buffered command acquisition	REQUIRED	generic CP/M 2.2 baseline	OR-0477	1.0.0	positive predicate	Queue edited input and verify dispatch occurs only after CR.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-001-P0478	1.0.0	CCP-001	0478	DRI CCP command capacity	PROFILE REQUIRED	the Strict DRI CCP profile	OR-0478	1.0.0	profile-gated positive	Profile tests the 127-byte boundary and rejection; baseline publishes its supported documented capacity.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle under the selected named profile.	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-002-P0479	1.0.0	CCP-002	0479	CCP empty and SPACE-only commands	REQUIRED	generic CP/M 2.2 baseline	OR-0479	1.0.0	positive predicate	Test CR, one SPACE, and multiple SPACEs independently.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-001-P0480	1.0.0	CCP-001	0480	TAB is not CCP SPACE	REQUIRED	generic CP/M 2.2 baseline	OR-0480	1.0.0	positive predicate	Submit SPACE and TAB separately; require TAB not to act as token-separating SPACE.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-002-P0481	1.0.0	CCP-002	0481	CCP ASCII case normalization	REQUIRED	generic CP/M 2.2 baseline	OR-0481	1.0.0	positive predicate	Compare lower/mixed-case dispatch and transient-entry bytes.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-001-P0482	1.0.0	CCP-001	0482	CCP built-in command set	REQUIRED	generic CP/M 2.2 baseline	OR-0482	1.0.0	positive predicate	Test each exact name without exercising full command semantics.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-002-P0483	1.0.0	CCP-002	0483	Exact built-in-name matching	REQUIRED	generic CP/M 2.2 baseline	OR-0483	1.0.0	positive predicate	Compare exact, prefix, and suffix names.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-001-P0484	1.0.0	CCP-001	0484	Built-in precedence	REQUIRED	generic CP/M 2.2 baseline	OR-0484	1.0.0	positive predicate	Install harmless colliding COM files and verify markers do not execute.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-002-P0485	1.0.0	CCP-002	0485	Drive-only CCP selection	REQUIRED	generic CP/M 2.2 baseline	OR-0485	1.0.0	positive predicate	Issue drive-only commands and query prompt/BDOS drive afterward.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-001-P0486	1.0.0	CCP-001	0486	Drive-prefixed transient dispatch	REQUIRED	generic CP/M 2.2 baseline	OR-0486	1.0.0	positive predicate	Use colliding and missing transient names on another drive and inspect the following prompt.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-002-P0487	1.0.0	CCP-002	0487	Primary-name transient command syntax	REQUIRED	generic CP/M 2.2 baseline	OR-0487	1.0.0	positive predicate	Compare NAME and NAME.COM/NAME.TXT for a controlled transient.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-001-P0488	1.0.0	CCP-001	0488	CCP resident/transient preparation boundary	REQUIRED	generic CP/M 2.2 baseline	OR-0488	1.0.0	positive predicate	Instrument both dispatch branches and test only externally visible prepared state.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-002-P0489	1.0.0	CCP-002	0489	Generic command-error recovery	REQUIRED	generic CP/M 2.2 baseline	OR-0489	1.0.0	positive predicate	Record drive before failure and the following prompt/query.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-001-P0490	1.0.0	CCP-001	0490	Exact DRI command-error presentation	PROFILE REQUIRED	the DRI diagnostic-presentation profile	OR-0490	1.0.0	profile-gated positive	Profile compares exact error transcript; baseline verifies rejection and reprompt only.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle under the selected named profile.	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-005-P0491	1.0.0	CCP-005	0491	CCP parser implementation freedom	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	OR-0491	1.0.0	anti-requirement	Test public input/output and transient-entry results rather than private layout.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The framework must not require equality with this behavior; testing may only verify that no baseline assertion depends on it.	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-005-P0492	1.0.0	CCP-005	0492	CCP executable identity	REQUIRED	generic CP/M 2.2 baseline	OR-0492	1.0.0	positive predicate	Compare controlled NAME.COM execution with typed NAME and explicit-type cases.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-005-P0493	1.0.0	CCP-005	0493	Single-drive transient lookup	REQUIRED	generic CP/M 2.2 baseline	OR-0493	1.0.0	positive predicate	Place commands on controlled drives and vary current drive selection.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-005-P0494	1.0.0	CCP-005	0494	Current-user transient lookup	REQUIRED	generic CP/M 2.2 baseline	OR-0494	1.0.0	positive predicate	Place distinct commands in user areas and verify selection behavior.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-006-P0495	1.0.0	CCP-006	0495	Explicit-drive lookup context	REQUIRED	generic CP/M 2.2 baseline	OR-0495	1.0.0	positive predicate	Record execution identity and following command prompt state.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-005-P0496	1.0.0	CCP-005	0496	CCP sequential COM loading	REQUIRED	generic CP/M 2.2 baseline	OR-0496	1.0.0	positive predicate	Verify record markers at 0100h plus record offset.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-006-P0497	1.0.0	CCP-006	0497	CCP load completion	REQUIRED	generic CP/M 2.2 baseline	OR-0497	1.0.0	positive predicate	Compare ordinary EOF with controlled failure returns.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-005-P0498	1.0.0	CCP-005	0498	Final COM record granularity	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0498	1.0.0	permitted variation	Require complete record transfer only.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-006-P0499	1.0.0	CCP-006	0499	Resident-system load protection	REQUIRED	generic CP/M 2.2 baseline	OR-0499	1.0.0	positive predicate	Test largest accepted and first rejected record counts.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-005-P0500	1.0.0	CCP-005	0500	Transient maximum is configuration-dependent	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0500	1.0.0	permitted variation	Repeat boundary tests per configuration.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-006-P0501	1.0.0	CCP-006	0501	CCP load-failure nonexecution	REQUIRED	generic CP/M 2.2 baseline	OR-0501	1.0.0	positive predicate	Verify execution markers are absent after failure.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-005-P0502	1.0.0	CCP-005	0502	Pre-execution DMA restoration	REQUIRED	generic CP/M 2.2 baseline	OR-0502	1.0.0	positive predicate	Probe command tail and default DMA at entry.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-006-P0503	1.0.0	CCP-006	0503	CCP CALL/RET cleanup path	REQUIRED	generic CP/M 2.2 baseline	OR-0503	1.0.0	positive predicate	Terminate by RET and verify restored environment.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-005-P0504	1.0.0	CCP-005	0504	Termination-state convergence	REQUIRED	generic CP/M 2.2 baseline	OR-0504	1.0.0	positive predicate	Compare all three termination paths.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-005-P0505	1.0.0	CCP-005	0505	CCP loader implementation freedom	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	OR-0505	1.0.0	anti-requirement	Test observable behavior rather than private internals.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The framework must not require equality with this behavior; testing may only verify that no baseline assertion depends on it.	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-006-P0506	1.0.0	CCP-006	0506	Default FCB operand assignment	PROFILE REQUIRED	the Strict DRI CCP/ecosystem	OR-0506	1.0.0	profile-gated positive	One profile test jointly covers 0012 and 0506 without counting duplicate obligations.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle under the selected named profile.	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-005-P0507	1.0.0	CCP-005	0507	Default FCB residual fields	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0507	1.0.0	permitted variation	A compatible implementation may vary residual bytes without failing compatibility.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	MEM-001; BDOS public/file/console prerequisites used by case
CCP-007-P0508	1.0.0	CCP-007	0508	Tail capacity is bounded by CCP input acquisition	PROFILE REQUIRED	the Declared CCP profile	OR-0508	1.0.0	profile-gated positive	Each CCP profile publishes and tests its accepted-line and resulting-tail limits.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle under the selected named profile.	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.	MEM-001; BDOS public/file/console prerequisites used by case
MEM-005-P0509	1.0.0	MEM-005	0509	Transient termination mechanisms	REQUIRED	generic CP/M 2.2 baseline	OR-0509	1.0.0	positive predicate	Execute minimal transients using each mechanism and verify a usable CCP prompt, distinguishing RET from WBOOT by controlled page-zero reconstruction.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	MEM-001; BIOS-001 as applicable
CCP-007-P0510	1.0.0	CCP-007	0510	RET does not generally reconstruct page zero	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0510	1.0.0	permitted variation	Install safe forwarding modifications to 0000h/0005h, terminate by RET, and verify that compatibility does not depend on CCP rewriting them.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	MEM-001; BDOS public/file/console prerequisites used by case
MEM-005-P0511	1.0.0	MEM-005	0511	Termination does not implicitly close application FCBs	NOT GUARANTEED	generic CP/M 2.2 baseline	OR-0511	1.0.0	permitted variation	Make and write a record without Close, terminate through each path, and verify that an implementation is not required to finalize the FCB as if Function 16 had been called.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	The candidate passes when it does not claim the incidental behavior as a portable guarantee and remains within any explicitly stated accepted set.	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.	MEM-001; BIOS-001 as applicable
ERROR-001-P0512	1.0.0	ERROR-001	0512	Post-termination drive and user policy	PROFILE REQUIRED	the CCP/lifecycle profile	OR-0512	1.0.0	profile-gated positive	Profile tests RET, Function 0, and JMP 0000h with changed drive/user state.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle under the selected named profile.	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.	healthy corresponding interface/storage test; restored fault fixture
APP-004-P0513	1.0.0	APP-004	0513	File-operation failures are function-specific	REQUIRED	generic CP/M 2.2 baseline	OR-0513	1.0.0	positive predicate	Interpret each BDOS result according to its function-specific contract rather than assuming a universal failure code.	Campaign manifest; raw observation; runner/probe source and executable hashes; fixture/profile identity; result record; before/after state for mutable media.	Observed behavior must satisfy the proposition oracle for every baseline campaign.	A FAIL defeats baseline certification; BLOCKED prevents certification.	all narrow tests for mapped ledger areas; named software/profile fixture
