ledger_entry	requirement	classification	applicability	parent_test_id	case_id	oracle_id	certification_impact
0429	Application modification of allocation vector	NOT GUARANTEED	generic CP/M 2.2 baseline	BIOS-006	BIOS-006-P0429	OR-0429	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0430	Read-only allocation information	NOT GUARANTEED	generic CP/M 2.2 baseline	BIOS-006	BIOS-006-P0430	OR-0430	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0431	Function 31 DPB pointer and layout	REQUIRED	generic CP/M 2.2 baseline	BIOS-006	BIOS-006-P0431	OR-0431	A FAIL defeats baseline certification; BLOCKED prevents certification.
0432	DPB configuration and sharing	REQUIRED	generic CP/M 2.2 baseline	BIOS-006	BIOS-006-P0432	OR-0432	A FAIL defeats baseline certification; BLOCKED prevents certification.
0433	Documented DPB modification	REQUIRED	generic CP/M 2.2 baseline	BIOS-006	BIOS-006-P0433	OR-0433	A FAIL defeats baseline certification; BLOCKED prevents certification.
0434	DPB address and lifetime	NOT GUARANTEED	generic CP/M 2.2 baseline	BIOS-006	BIOS-006-P0434	OR-0434	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0435	Function 37 compatibility status	OPTIONAL	the Undocumented Function-37 compatibility profile. Generic BetterCP/M CP/M 2.2 compatibility does not require this feature	BIOS-003	BIOS-003-P0435	OR-0435	Does not affect baseline certification; a FAIL defeats only the optional claim.
0436	Function 3 Reader convention	REQUIRED	generic CP/M 2.2 baseline	COMM-002	COMM-002-P0436	OR-0436	A FAIL defeats baseline certification; BLOCKED prevents certification.
0437	Reader completion and optional-device behavior	NOT GUARANTEED	generic CP/M 2.2 baseline	BIOS-003	BIOS-003-P0437	OR-0437	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0438	Reader separation from console	REQUIRED	generic CP/M 2.2 baseline	COMM-002	COMM-002-P0438	OR-0438	A FAIL defeats baseline certification; BLOCKED prevents certification.
0439	Function 4 Punch convention	REQUIRED	generic CP/M 2.2 baseline	BIOS-003	BIOS-003-P0439	OR-0439	A FAIL defeats baseline certification; BLOCKED prevents certification.
0440	Function 5 List convention	REQUIRED	generic CP/M 2.2 baseline	COMM-002	COMM-002-P0440	OR-0440	A FAIL defeats baseline certification; BLOCKED prevents certification.
0441	Character-output result values	NOT GUARANTEED	generic CP/M 2.2 baseline	BIOS-003	BIOS-003-P0441	OR-0441	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0442	Function 7 IOBYTE query	REQUIRED	generic CP/M 2.2 baseline	COMM-002	COMM-002-P0442	OR-0442	A FAIL defeats baseline certification; BLOCKED prevents certification.
0443	Function 8 IOBYTE set	REQUIRED	generic CP/M 2.2 baseline	BIOS-003	BIOS-003-P0443	OR-0443	A FAIL defeats baseline certification; BLOCKED prevents certification.
0444	IOBYTE field encoding	REQUIRED	generic CP/M 2.2 baseline	COMM-002	COMM-002-P0444	OR-0444	A FAIL defeats baseline certification; BLOCKED prevents certification.
0445	IOBYTE routing boundary	REQUIRED	generic CP/M 2.2 baseline	BIOS-003	BIOS-003-P0445	OR-0445	A FAIL defeats baseline certification; BLOCKED prevents certification.
0446	Active IOBYTE routing policy	PROFILE REQUIRED	the IOBYTE logical-device profile	COMM-002	COMM-002-P0446	OR-0446	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.
0447	IOBYTE set has no initialization contract	NOT GUARANTEED	generic CP/M 2.2 baseline	BIOS-003	BIOS-003-P0447	OR-0447	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0448	Character-device DMA independence	REQUIRED	generic CP/M 2.2 baseline	BIOS-004	BIOS-004-P0448	OR-0448	A FAIL defeats baseline certification; BLOCKED prevents certification.
0449	Stateful BIOS disk setup	REQUIRED	generic CP/M 2.2 baseline	BIOS-004	BIOS-004-P0449	OR-0449	A FAIL defeats baseline certification; BLOCKED prevents certification.
0450	SELDSK result and deferral	REQUIRED	generic CP/M 2.2 baseline	BIOS-004	BIOS-004-P0450	OR-0450	A FAIL defeats baseline certification; BLOCKED prevents certification.
0451	Public DPH layout	REQUIRED	generic CP/M 2.2 baseline	BIOS-004	BIOS-004-P0451	OR-0451	A FAIL defeats baseline certification; BLOCKED prevents certification.
0452	DPH address and private workspace	NOT GUARANTEED	generic CP/M 2.2 baseline	BIOS-004	BIOS-004-P0452	OR-0452	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0453	Track mapping and OFF	REQUIRED	generic CP/M 2.2 baseline	BIOS-004	BIOS-004-P0453	OR-0453	A FAIL defeats baseline certification; BLOCKED prevents certification.
0454	Sector translation chain	REQUIRED	generic CP/M 2.2 baseline	BIOS-004	BIOS-004-P0454	OR-0454	A FAIL defeats baseline certification; BLOCKED prevents certification.
0455	Translation implementation freedom	NOT GUARANTEED	generic CP/M 2.2 baseline	BIOS-004	BIOS-004-P0455	OR-0455	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0456	BIOS DMA state	REQUIRED	generic CP/M 2.2 baseline	BIOS-004	BIOS-004-P0456	OR-0456	A FAIL defeats baseline certification; BLOCKED prevents certification.
0457	BIOS logical-sector transfer	REQUIRED	generic CP/M 2.2 baseline	BIOS-004	BIOS-004-P0457	OR-0457	A FAIL defeats baseline certification; BLOCKED prevents certification.
0458	BIOS WRITE type codes	REQUIRED	generic CP/M 2.2 baseline	BIOS-004	BIOS-004-P0458	OR-0458	A FAIL defeats baseline certification; BLOCKED prevents certification.
0459	Physical storage freedom	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	BIOS-004	BIOS-004-P0459	OR-0459	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.
0460	BIOS disk-call reentrancy	NOT GUARANTEED	generic CP/M 2.2 baseline	BIOS-001	BIOS-001-P0460	OR-0460	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0461	BIOS jump-vector structure	REQUIRED	generic CP/M 2.2 baseline	BIOS-002	BIOS-002-P0461	OR-0461	A FAIL defeats baseline certification; BLOCKED prevents certification.
0462	BIOS vector address freedom	NOT GUARANTEED	generic CP/M 2.2 baseline	BIOS-005	BIOS-005-P0462	OR-0462	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0463	BIOS-base discovery through WBOOT gateway	REQUIRED	generic CP/M 2.2 baseline	BIOS-001	BIOS-001-P0463	OR-0463	A FAIL defeats baseline certification; BLOCKED prevents certification.
0464	BOOT control contract	REQUIRED	generic CP/M 2.2 baseline	BIOS-002	BIOS-002-P0464	OR-0464	A FAIL defeats baseline certification; BLOCKED prevents certification.
0465	WBOOT control contract	REQUIRED	generic CP/M 2.2 baseline	BIOS-005	BIOS-005-P0465	OR-0465	A FAIL defeats baseline certification; BLOCKED prevents certification.
0466	Warm-start gateway reconstruction	REQUIRED	generic CP/M 2.2 baseline	BIOS-001	BIOS-001-P0466	OR-0466	A FAIL defeats baseline certification; BLOCKED prevents certification.
0467	Boot implementation freedom	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	BIOS-002	BIOS-002-P0467	OR-0467	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.
0468	BIOS console status contract	REQUIRED	generic CP/M 2.2 baseline	BIOS-005	BIOS-005-P0468	OR-0468	A FAIL defeats baseline certification; BLOCKED prevents certification.
0469	BIOS console input contract	REQUIRED	generic CP/M 2.2 baseline	BIOS-001	BIOS-001-P0469	OR-0469	A FAIL defeats baseline certification; BLOCKED prevents certification.
0470	BIOS character output contracts	REQUIRED	generic CP/M 2.2 baseline	BIOS-002	BIOS-002-P0470	OR-0470	A FAIL defeats baseline certification; BLOCKED prevents certification.
0471	BIOS reader contract	REQUIRED	generic CP/M 2.2 baseline	BIOS-005	BIOS-005-P0471	OR-0471	A FAIL defeats baseline certification; BLOCKED prevents certification.
0472	LISTST result policy	PROFILE REQUIRED	the BIOS/list-device profile	BIOS-001	BIOS-001-P0472	OR-0472	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.
0473	Direct BIOS call layering	REQUIRED	generic CP/M 2.2 baseline	BIOS-002	BIOS-002-P0473	OR-0473	A FAIL defeats baseline certification; BLOCKED prevents certification.
0474	BIOS residual registers and reentrancy	NOT GUARANTEED	generic CP/M 2.2 baseline	CCP-001	CCP-001-P0474	OR-0474	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0475	CCP semantic prompt	REQUIRED	generic CP/M 2.2 baseline	CCP-002	CCP-002-P0475	OR-0475	A FAIL defeats baseline certification; BLOCKED prevents certification.
0476	CCP prompt presentation freedom	NOT GUARANTEED	generic CP/M 2.2 baseline	CCP-001	CCP-001-P0476	OR-0476	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0477	CCP buffered command acquisition	REQUIRED	generic CP/M 2.2 baseline	CCP-002	CCP-002-P0477	OR-0477	A FAIL defeats baseline certification; BLOCKED prevents certification.
0478	DRI CCP command capacity	PROFILE REQUIRED	the Strict DRI CCP profile	CCP-001	CCP-001-P0478	OR-0478	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.
0479	CCP empty and SPACE-only commands	REQUIRED	generic CP/M 2.2 baseline	CCP-002	CCP-002-P0479	OR-0479	A FAIL defeats baseline certification; BLOCKED prevents certification.
0480	TAB is not CCP SPACE	REQUIRED	generic CP/M 2.2 baseline	CCP-001	CCP-001-P0480	OR-0480	A FAIL defeats baseline certification; BLOCKED prevents certification.
0481	CCP ASCII case normalization	REQUIRED	generic CP/M 2.2 baseline	CCP-002	CCP-002-P0481	OR-0481	A FAIL defeats baseline certification; BLOCKED prevents certification.
0482	CCP built-in command set	REQUIRED	generic CP/M 2.2 baseline	CCP-001	CCP-001-P0482	OR-0482	A FAIL defeats baseline certification; BLOCKED prevents certification.
0483	Exact built-in-name matching	REQUIRED	generic CP/M 2.2 baseline	CCP-002	CCP-002-P0483	OR-0483	A FAIL defeats baseline certification; BLOCKED prevents certification.
0484	Built-in precedence	REQUIRED	generic CP/M 2.2 baseline	CCP-001	CCP-001-P0484	OR-0484	A FAIL defeats baseline certification; BLOCKED prevents certification.
0485	Drive-only CCP selection	REQUIRED	generic CP/M 2.2 baseline	CCP-002	CCP-002-P0485	OR-0485	A FAIL defeats baseline certification; BLOCKED prevents certification.
0486	Drive-prefixed transient dispatch	REQUIRED	generic CP/M 2.2 baseline	CCP-001	CCP-001-P0486	OR-0486	A FAIL defeats baseline certification; BLOCKED prevents certification.
0487	Primary-name transient command syntax	REQUIRED	generic CP/M 2.2 baseline	CCP-002	CCP-002-P0487	OR-0487	A FAIL defeats baseline certification; BLOCKED prevents certification.
0488	CCP resident/transient preparation boundary	REQUIRED	generic CP/M 2.2 baseline	CCP-001	CCP-001-P0488	OR-0488	A FAIL defeats baseline certification; BLOCKED prevents certification.
0489	Generic command-error recovery	REQUIRED	generic CP/M 2.2 baseline	CCP-002	CCP-002-P0489	OR-0489	A FAIL defeats baseline certification; BLOCKED prevents certification.
0490	Exact DRI command-error presentation	PROFILE REQUIRED	the DRI diagnostic-presentation profile	CCP-001	CCP-001-P0490	OR-0490	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.
0491	CCP parser implementation freedom	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	CCP-005	CCP-005-P0491	OR-0491	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.
0492	CCP executable identity	REQUIRED	generic CP/M 2.2 baseline	CCP-005	CCP-005-P0492	OR-0492	A FAIL defeats baseline certification; BLOCKED prevents certification.
0493	Single-drive transient lookup	REQUIRED	generic CP/M 2.2 baseline	CCP-005	CCP-005-P0493	OR-0493	A FAIL defeats baseline certification; BLOCKED prevents certification.
0494	Current-user transient lookup	REQUIRED	generic CP/M 2.2 baseline	CCP-005	CCP-005-P0494	OR-0494	A FAIL defeats baseline certification; BLOCKED prevents certification.
0495	Explicit-drive lookup context	REQUIRED	generic CP/M 2.2 baseline	CCP-006	CCP-006-P0495	OR-0495	A FAIL defeats baseline certification; BLOCKED prevents certification.
0496	CCP sequential COM loading	REQUIRED	generic CP/M 2.2 baseline	CCP-005	CCP-005-P0496	OR-0496	A FAIL defeats baseline certification; BLOCKED prevents certification.
0497	CCP load completion	REQUIRED	generic CP/M 2.2 baseline	CCP-006	CCP-006-P0497	OR-0497	A FAIL defeats baseline certification; BLOCKED prevents certification.
0498	Final COM record granularity	NOT GUARANTEED	generic CP/M 2.2 baseline	CCP-005	CCP-005-P0498	OR-0498	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0499	Resident-system load protection	REQUIRED	generic CP/M 2.2 baseline	CCP-006	CCP-006-P0499	OR-0499	A FAIL defeats baseline certification; BLOCKED prevents certification.
0500	Transient maximum is configuration-dependent	NOT GUARANTEED	generic CP/M 2.2 baseline	CCP-005	CCP-005-P0500	OR-0500	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0501	CCP load-failure nonexecution	REQUIRED	generic CP/M 2.2 baseline	CCP-006	CCP-006-P0501	OR-0501	A FAIL defeats baseline certification; BLOCKED prevents certification.
0502	Pre-execution DMA restoration	REQUIRED	generic CP/M 2.2 baseline	CCP-005	CCP-005-P0502	OR-0502	A FAIL defeats baseline certification; BLOCKED prevents certification.
0503	CCP CALL/RET cleanup path	REQUIRED	generic CP/M 2.2 baseline	CCP-006	CCP-006-P0503	OR-0503	A FAIL defeats baseline certification; BLOCKED prevents certification.
0504	Termination-state convergence	REQUIRED	generic CP/M 2.2 baseline	CCP-005	CCP-005-P0504	OR-0504	A FAIL defeats baseline certification; BLOCKED prevents certification.
0505	CCP loader implementation freedom	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	CCP-005	CCP-005-P0505	OR-0505	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.
0506	Default FCB operand assignment	PROFILE REQUIRED	the Strict DRI CCP/ecosystem	CCP-006	CCP-006-P0506	OR-0506	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.
0507	Default FCB residual fields	NOT GUARANTEED	generic CP/M 2.2 baseline	CCP-005	CCP-005-P0507	OR-0507	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0508	Tail capacity is bounded by CCP input acquisition	PROFILE REQUIRED	the Declared CCP profile	CCP-007	CCP-007-P0508	OR-0508	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.
0509	Transient termination mechanisms	REQUIRED	generic CP/M 2.2 baseline	MEM-005	MEM-005-P0509	OR-0509	A FAIL defeats baseline certification; BLOCKED prevents certification.
0510	RET does not generally reconstruct page zero	NOT GUARANTEED	generic CP/M 2.2 baseline	CCP-007	CCP-007-P0510	OR-0510	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0511	Termination does not implicitly close application FCBs	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-005	MEM-005-P0511	OR-0511	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0512	Post-termination drive and user policy	PROFILE REQUIRED	the CCP/lifecycle profile	ERROR-001	ERROR-001-P0512	OR-0512	A FAIL defeats that profile claim; NOT APPLICABLE is permitted only when the profile is not claimed.
0513	File-operation failures are function-specific	REQUIRED	generic CP/M 2.2 baseline	APP-004	APP-004-P0513	OR-0513	A FAIL defeats baseline certification; BLOCKED prevents certification.
0514	Failure does not generally validate DMA contents	NOT GUARANTEED	generic CP/M 2.2 baseline	ERROR-001	ERROR-001-P0514	OR-0514	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0515	FCB state after precondition or operation failure	NOT GUARANTEED	generic CP/M 2.2 baseline	APP-004	APP-004-P0515	OR-0515	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0516	Directory-full and allocation-full are distinct	REQUIRED	generic CP/M 2.2 baseline	ERROR-001	ERROR-001-P0516	OR-0516	A FAIL defeats baseline certification; BLOCKED prevents certification.
0517	Malformed FCB behavior is outside the portable contract	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-STATE-001	BDOS-STATE-001-P0517	OR-0517	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0518	BDOS system state components	REQUIRED	generic CP/M 2.2 baseline	BDOS-STATE-001	BDOS-STATE-001-P0518	OR-0518	A FAIL defeats baseline certification; BLOCKED prevents certification.
0519	BIOS-owned selected-drive resources	REQUIRED	generic CP/M 2.2 baseline	BDOS-STATE-001	BDOS-STATE-001-P0519	OR-0519	A FAIL defeats baseline certification; BLOCKED prevents certification.
0520	Function 26 persistence boundary	REQUIRED	generic CP/M 2.2 baseline	BDOS-STATE-001	BDOS-STATE-001-P0520	OR-0520	A FAIL defeats baseline certification; BLOCKED prevents certification.
0521	System-state independence	REQUIRED	generic CP/M 2.2 baseline	BDOS-STATE-001	BDOS-STATE-001-P0521	OR-0521	A FAIL defeats baseline certification; BLOCKED prevents certification.
0522	ALV and DPB pointer lifetime	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-STATE-001	BDOS-STATE-001-P0522	OR-0522	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0523	Function 37 state-effect profile scope	OPTIONAL	the Undocumented Function-37 compatibility profile. Generic BetterCP/M CP/M 2.2 compatibility does not require this feature	BDOS-STATE-001	BDOS-STATE-001-P0523	OR-0523	Does not affect baseline certification; a FAIL defeats only the optional claim.
0524	CP/M 2.2 Function 39 has no Get-BIOS contract	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	BDOS-STATE-001	BDOS-STATE-001-P0524	OR-0524	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.
0525	CP/M 2.2 selectors 40 and 41	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001	BDOS-CALL-001-P0525	OR-0525	A FAIL defeats baseline certification; BLOCKED prevents certification.
0526	Common BDOS gateway and invocation	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001	BDOS-CALL-001-P0526	OR-0526	A FAIL defeats baseline certification; BLOCKED prevents certification.
0527	Common selector and parameter carriers	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001	BDOS-CALL-001-P0527	OR-0527	A FAIL defeats baseline certification; BLOCKED prevents certification.
0528	Common result and alias convention	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001	BDOS-CALL-001-P0528	OR-0528	A FAIL defeats baseline certification; BLOCKED prevents certification.
0529	Strict CP/M 2.2 unsupported selectors	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001	BDOS-CALL-001-P0529	OR-0529	A FAIL defeats baseline certification; BLOCKED prevents certification.
0530	General register preservation	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-CALL-001	BDOS-CALL-001-P0530	OR-0530	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0531	Returning-call stack balance	REQUIRED	generic CP/M 2.2 baseline	BDOS-CALL-001	BDOS-CALL-001-P0531	OR-0531	A FAIL defeats baseline certification; BLOCKED prevents certification.
0532	Invalid parameters are function-specific	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-CALL-001	BDOS-CALL-001-P0532	OR-0532	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0533	BDOS reentrancy	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-004	MEM-004-P0533	OR-0533	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0534	Complete transient handoff	REQUIRED	generic CP/M 2.2 baseline	CCP-006	CCP-006-P0534	OR-0534	A FAIL defeats baseline certification; BLOCKED prevents certification.
0535	Handoff preparation ordering	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	MEM-004	MEM-004-P0535	OR-0535	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.
0536	Unloaded transient memory	NOT GUARANTEED	generic CP/M 2.2 baseline	CCP-006	CCP-006-P0536	OR-0536	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0537	Immediate BDOS readiness	REQUIRED	generic CP/M 2.2 baseline	MEM-004	MEM-004-P0537	OR-0537	A FAIL defeats baseline certification; BLOCKED prevents certification.
0538	Loader DMA isolation	REQUIRED	generic CP/M 2.2 baseline	CCP-006	CCP-006-P0538	OR-0538	A FAIL defeats baseline certification; BLOCKED prevents certification.
0539	Transient stack preparation	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-004	MEM-004-P0539	OR-0539	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0540	Load rejection suppresses execution	REQUIRED	generic CP/M 2.2 baseline	CCP-006	CCP-006-P0540	OR-0540	A FAIL defeats baseline certification; BLOCKED prevents certification.
0541	Post-RET reconstruction boundary	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-FILE-003	BDOS-FILE-003-P0541	OR-0541	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0542	Enumeration returns directory entries, not unique filenames	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-003	BDOS-FILE-003-P0542	OR-0542	A FAIL defeats baseline certification; BLOCKED prevents certification.
0543	Matching extents remain separately visible	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-003	BDOS-FILE-003-P0543	OR-0543	A FAIL defeats baseline certification; BLOCKED prevents certification.
0544	Application-built FCB case is not folded	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-FILE-003	BDOS-FILE-003-P0544	OR-0544	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0545	Search FCB lifetime	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-003	BDOS-FILE-003-P0545	OR-0545	A FAIL defeats baseline certification; BLOCKED prevents certification.
0546	Harmless state-query calls need not end enumeration	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-003	BDOS-FILE-003-P0546	OR-0546	A FAIL defeats baseline certification; BLOCKED prevents certification.
0547	Search context does not survive program lifecycle reset	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-FILE-003	BDOS-FILE-003-P0547	OR-0547	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0548	Physical enumeration order is not a sort contract	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-FILE-003	BDOS-FILE-003-P0548	OR-0548	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0549	Invalid-drive search need not return a result code	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-FILE-003	BDOS-FILE-003-P0549	OR-0549	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0550	Special drive-question search exposes complete directory values	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-011	BDOS-FILE-011-P0550	OR-0550	A FAIL defeats baseline certification; BLOCKED prevents certification.
0551	Make-to-open lifecycle equivalence	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-011	BDOS-FILE-011-P0551	OR-0551	A FAIL defeats baseline certification; BLOCKED prevents certification.
0552	Working FCB may lead directory metadata	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-FILE-011	BDOS-FILE-011-P0552	OR-0552	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0553	Successful Close establishes reopened consistency	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-011	BDOS-FILE-011-P0553	OR-0553	A FAIL defeats baseline certification; BLOCKED prevents certification.
0554	Reopen reconstructs behavior, not FCB byte identity	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-FILE-011	BDOS-FILE-011-P0554	OR-0554	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0555	Extents form one logical record stream	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-011	BDOS-FILE-011-P0555	OR-0555	A FAIL defeats baseline certification; BLOCKED prevents certification.
0556	Completed extent survives later extension failure	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-011	BDOS-FILE-011-P0556	OR-0556	A FAIL defeats baseline certification; BLOCKED prevents certification.
0557	Failed growth does not claim a new record	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-011	BDOS-FILE-011-P0557	OR-0557	A FAIL defeats baseline certification; BLOCKED prevents certification.
0558	Allocation order is outside lifecycle compatibility	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	BDOS-FILE-010	BDOS-FILE-010-P0558	OR-0558	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.
0559	User area participates in ordinary file identity	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-010	BDOS-FILE-010-P0559	OR-0559	A FAIL defeats baseline certification; BLOCKED prevents certification.
0560	Function 32 user-state contract	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-010	BDOS-FILE-010-P0560	OR-0560	A FAIL defeats baseline certification; BLOCKED prevents certification.
0561	FCB does not carry ordinary user identity	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-010	BDOS-FILE-010-P0561	OR-0561	A FAIL defeats baseline certification; BLOCKED prevents certification.
0562	Ordinary lookup has no cross-user fallback	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-010	BDOS-FILE-010-P0562	OR-0562	A FAIL defeats baseline certification; BLOCKED prevents certification.
0563	Make records current-user ownership	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-010	BDOS-FILE-010-P0563	OR-0563	A FAIL defeats baseline certification; BLOCKED prevents certification.
0564	Delete and Rename are current-user scoped	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-010	BDOS-FILE-010-P0564	OR-0564	A FAIL defeats baseline certification; BLOCKED prevents certification.
0565	User change invalidates retained namespace assumptions	NOT GUARANTEED	generic CP/M 2.2 baseline	BDOS-FILE-010	BDOS-FILE-010-P0565	OR-0565	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0566	Complete-directory search is not public lookup	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-010	BDOS-FILE-010-P0566	OR-0566	A FAIL defeats baseline certification; BLOCKED prevents certification.
0567	CCP USER and BDOS user state are shared	REQUIRED	generic CP/M 2.2 baseline	BDOS-FILE-010	BDOS-FILE-010-P0567	OR-0567	A FAIL defeats baseline certification; BLOCKED prevents certification.
0568	User areas are not a security contract	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	CCP-004	CCP-004-P0568	OR-0568	Never a positive baseline gate; an attempted mandatory assertion is a framework-definition FAIL.
0569	Resident command semantic set	REQUIRED	generic CP/M 2.2 baseline	UTIL-001	UTIL-001-P0569	OR-0569	A FAIL defeats baseline certification; BLOCKED prevents certification.
0570	DIR search and visibility	REQUIRED	generic CP/M 2.2 baseline	CCP-004	CCP-004-P0570	OR-0570	A FAIL defeats baseline certification; BLOCKED prevents certification.
0571	DIR ordering and exact layout	NOT GUARANTEED	generic CP/M 2.2 baseline	UTIL-001	UTIL-001-P0571	OR-0571	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0572	ERA wildcard confirmation boundary	REQUIRED	generic CP/M 2.2 baseline	CCP-004	CCP-004-P0572	OR-0572	A FAIL defeats baseline certification; BLOCKED prevents certification.
0573	ERA read-only attribute is not protection	NOT GUARANTEED	generic CP/M 2.2 baseline	UTIL-001	UTIL-001-P0573	OR-0573	A candidate is not failed for differing from DRI; a contradictory portability guarantee is a framework FAIL.
0574	REN resident syntax and validation	REQUIRED	generic CP/M 2.2 baseline	CCP-004	CCP-004-P0574	OR-0574	A FAIL defeats baseline certification; BLOCKED prevents certification.
