ledger_entry	case_id	case_version	oracle_id	oracle_version	parent_test_id	executable	module_case	requirement	classification	applicability	rc1_dependencies	selected_profile_ids	safety_class	required_fixture	implementation_status	proposed_reuse
0466	BIOS-001-P0466	1.0.0	OR-0466	1.0.0	BIOS-001	BIOSTEST.COM	BIO-038	Warm-start gateway reconstruction	REQUIRED	generic CP/M 2.2 baseline	profile manifest; restored fixture	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0467	BIOS-002-P0467	1.0.0	OR-0467	1.0.0	BIOS-002	BIOSTEST.COM	BIO-039	Boot implementation freedom	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0468	BIOS-005-P0468	1.0.0	OR-0468	1.0.0	BIOS-005	BIOSTEST.COM	BIO-040	BIOS console status contract	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0469	BIOS-001-P0469	1.0.0	OR-0469	1.0.0	BIOS-001	BIOSTEST.COM	BIO-041	BIOS console input contract	REQUIRED	generic CP/M 2.2 baseline	profile manifest; restored fixture	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0470	BIOS-002-P0470	1.0.0	OR-0470	1.0.0	BIOS-002	BIOSTEST.COM	BIO-042	BIOS character output contracts	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0471	BIOS-005-P0471	1.0.0	OR-0471	1.0.0	BIOS-005	BIOSTEST.COM	BIO-043	BIOS reader contract	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0472	BIOS-001-P0472	1.0.0	OR-0472	1.0.0	BIOS-001	BIOSTEST.COM	BIO-044	LISTST result policy	PROFILE REQUIRED	the BIOS/list-device profile	profile manifest; restored fixture	BIOS-LIST	HARDWARE_PROFILE	selected device/profile provider	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0473	BIOS-002-P0473	1.0.0	OR-0473	1.0.0	BIOS-002	BIOSTEST.COM	BIO-045	Direct BIOS call layering	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0474	CCP-001-P0474	1.0.0	OR-0474	1.0.0	CCP-001	CCPTEST.COM	CCP-012	BIOS residual registers and reentrancy	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0475	CCP-002-P0475	1.0.0	OR-0475	1.0.0	CCP-002	CCPTEST.COM	CCP-013	CCP semantic prompt	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0476	CCP-001-P0476	1.0.0	OR-0476	1.0.0	CCP-001	CCPTEST.COM	CCP-014	CCP prompt presentation freedom	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0477	CCP-002-P0477	1.0.0	OR-0477	1.0.0	CCP-002	CCPTEST.COM	CCP-015	CCP buffered command acquisition	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0478	CCP-001-P0478	1.0.0	OR-0478	1.0.0	CCP-001	CCPTEST.COM	CCP-016	DRI CCP command capacity	PROFILE REQUIRED	the Strict DRI CCP profile	MEM-001; BDOS public/file/console prerequisites used by case	DRI-CCP	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0479	CCP-002-P0479	1.0.0	OR-0479	1.0.0	CCP-002	CCPTEST.COM	CCP-017	CCP empty and SPACE-only commands	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0480	CCP-001-P0480	1.0.0	OR-0480	1.0.0	CCP-001	CCPTEST.COM	CCP-018	TAB is not CCP SPACE	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0481	CCP-002-P0481	1.0.0	OR-0481	1.0.0	CCP-002	CCPTEST.COM	CCP-019	CCP ASCII case normalization	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0482	CCP-001-P0482	1.0.0	OR-0482	1.0.0	CCP-001	CCPTEST.COM	CCP-020	CCP built-in command set	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0483	CCP-002-P0483	1.0.0	OR-0483	1.0.0	CCP-002	CCPTEST.COM	CCP-021	Exact built-in-name matching	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0484	CCP-001-P0484	1.0.0	OR-0484	1.0.0	CCP-001	CCPTEST.COM	CCP-022	Built-in precedence	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0485	CCP-002-P0485	1.0.0	OR-0485	1.0.0	CCP-002	CCPTEST.COM	CCP-023	Drive-only CCP selection	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0486	CCP-001-P0486	1.0.0	OR-0486	1.0.0	CCP-001	CCPTEST.COM	CCP-024	Drive-prefixed transient dispatch	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0487	CCP-002-P0487	1.0.0	OR-0487	1.0.0	CCP-002	CCPTEST.COM	CCP-025	Primary-name transient command syntax	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0488	CCP-001-P0488	1.0.0	OR-0488	1.0.0	CCP-001	CCPTEST.COM	CCP-026	CCP resident/transient preparation boundary	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0489	CCP-002-P0489	1.0.0	OR-0489	1.0.0	CCP-002	CCPTEST.COM	CCP-027	Generic command-error recovery	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0490	CCP-001-P0490	1.0.0	OR-0490	1.0.0	CCP-001	CCPTEST.COM	CCP-028	Exact DRI command-error presentation	PROFILE REQUIRED	the DRI diagnostic-presentation profile	MEM-001; BDOS public/file/console prerequisites used by case	DRI-DIAG-PRES	INTERACTIVE	console transcript and operator input where required	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0491	CCP-005-P0491	1.0.0	OR-0491	1.0.0	CCP-005	CCPTEST.COM	CCP-029	CCP parser implementation freedom	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0492	CCP-005-P0492	1.0.0	OR-0492	1.0.0	CCP-005	CCPTEST.COM	CCP-030	CCP executable identity	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0493	CCP-005-P0493	1.0.0	OR-0493	1.0.0	CCP-005	CCPTEST.COM	CCP-031	Single-drive transient lookup	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0494	CCP-005-P0494	1.0.0	OR-0494	1.0.0	CCP-005	CCPTEST.COM	CCP-032	Current-user transient lookup	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0495	CCP-006-P0495	1.0.0	OR-0495	1.0.0	CCP-006	CCPTEST.COM	CCP-033	Explicit-drive lookup context	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0496	CCP-005-P0496	1.0.0	OR-0496	1.0.0	CCP-005	CCPTEST.COM	CCP-034	CCP sequential COM loading	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0497	CCP-006-P0497	1.0.0	OR-0497	1.0.0	CCP-006	CCPTEST.COM	CCP-035	CCP load completion	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0498	CCP-005-P0498	1.0.0	OR-0498	1.0.0	CCP-005	CCPTEST.COM	CCP-036	Final COM record granularity	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0499	CCP-006-P0499	1.0.0	OR-0499	1.0.0	CCP-006	CCPTEST.COM	CCP-037	Resident-system load protection	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SCRATCH_DESTRUCTIVE	dedicated restorable scratch disk	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0500	CCP-005-P0500	1.0.0	OR-0500	1.0.0	CCP-005	CCPTEST.COM	CCP-038	Transient maximum is configuration-dependent	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0501	CCP-006-P0501	1.0.0	OR-0501	1.0.0	CCP-006	CCPTEST.COM	CCP-039	CCP load-failure nonexecution	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0502	CCP-005-P0502	1.0.0	OR-0502	1.0.0	CCP-005	CCPTEST.COM	CCP-040	Pre-execution DMA restoration	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0503	CCP-006-P0503	1.0.0	OR-0503	1.0.0	CCP-006	CCPTEST.COM	CCP-041	CCP CALL/RET cleanup path	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0504	CCP-005-P0504	1.0.0	OR-0504	1.0.0	CCP-005	CCPTEST.COM	CCP-042	Termination-state convergence	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0505	CCP-005-P0505	1.0.0	OR-0505	1.0.0	CCP-005	CCPTEST.COM	CCP-043	CCP loader implementation freedom	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0506	CCP-006-P0506	1.0.0	OR-0506	1.0.0	CCP-006	CCPTEST.COM	CCP-044	Default FCB operand assignment	PROFILE REQUIRED	the Strict DRI CCP/ecosystem	MEM-001; BDOS public/file/console prerequisites used by case	DRI-CCP-ECO	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0507	CCP-005-P0507	1.0.0	OR-0507	1.0.0	CCP-005	CCPTEST.COM	CCP-045	Default FCB residual fields	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0508	CCP-007-P0508	1.0.0	OR-0508	1.0.0	CCP-007	CCPTEST.COM	CCP-046	Tail capacity is bounded by CCP input acquisition	PROFILE REQUIRED	the Declared CCP profile	MEM-001; BDOS public/file/console prerequisites used by case	DECLARED-CCP	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0509	MEM-005-P0509	1.0.0	OR-0509	1.0.0	MEM-005	ENTRYTST.COM	ENT-023	Transient termination mechanisms	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0510	CCP-007-P0510	1.0.0	OR-0510	1.0.0	CCP-007	CCPTEST.COM	CCP-047	RET does not generally reconstruct page zero	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0511	MEM-005-P0511	1.0.0	OR-0511	1.0.0	MEM-005	ENTRYTST.COM	ENT-024	Termination does not implicitly close application FCBs	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0512	ERROR-001-P0512	1.0.0	OR-0512	1.0.0	ERROR-001	ERRTEST.COM	ERR-032	Post-termination drive and user policy	PROFILE REQUIRED	the CCP/lifecycle profile	healthy corresponding interface/storage test; restored fault fixture	CCP-LIFECYCLE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0513	APP-004-P0513	1.0.0	OR-0513	1.0.0	APP-004	ECOTEST.COM	ECO-001	File-operation failures are function-specific	REQUIRED	generic CP/M 2.2 baseline	all narrow tests for mapped ledger areas; named software/profile fixture	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0514	ERROR-001-P0514	1.0.0	OR-0514	1.0.0	ERROR-001	ERRTEST.COM	ERR-033	Failure does not generally validate DMA contents	NOT GUARANTEED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0515	APP-004-P0515	1.0.0	OR-0515	1.0.0	APP-004	ECOTEST.COM	ECO-002	FCB state after precondition or operation failure	NOT GUARANTEED	generic CP/M 2.2 baseline	all narrow tests for mapped ledger areas; named software/profile fixture	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0516	ERROR-001-P0516	1.0.0	OR-0516	1.0.0	ERROR-001	ERRTEST.COM	ERR-034	Directory-full and allocation-full are distinct	REQUIRED	generic CP/M 2.2 baseline	healthy corresponding interface/storage test; restored fault fixture	CPM22-BASE	FAULT_ASSISTED	fault provider or restorable emulator image	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0517	BDOS-STATE-001-P0517	1.0.0	OR-0517	1.0.0	BDOS-STATE-001	BDOSTEST.COM	BDO-071	Malformed FCB behavior is outside the portable contract	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0518	BDOS-STATE-001-P0518	1.0.0	OR-0518	1.0.0	BDOS-STATE-001	BDOSTEST.COM	BDO-072	BDOS system state components	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0519	BDOS-STATE-001-P0519	1.0.0	OR-0519	1.0.0	BDOS-STATE-001	BDOSTEST.COM	BDO-073	BIOS-owned selected-drive resources	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0520	BDOS-STATE-001-P0520	1.0.0	OR-0520	1.0.0	BDOS-STATE-001	BDOSTEST.COM	BDO-074	Function 26 persistence boundary	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0521	BDOS-STATE-001-P0521	1.0.0	OR-0521	1.0.0	BDOS-STATE-001	BDOSTEST.COM	BDO-075	System-state independence	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0522	BDOS-STATE-001-P0522	1.0.0	OR-0522	1.0.0	BDOS-STATE-001	BDOSTEST.COM	BDO-076	ALV and DPB pointer lifetime	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0523	BDOS-STATE-001-P0523	1.0.0	OR-0523	1.0.0	BDOS-STATE-001	BDOSTEST.COM	BDO-077	Function 37 state-effect profile scope	OPTIONAL	the Undocumented Function-37 compatibility profile. Generic BetterCP/M CP/M 2.2 compatibility does not require this feature	MEM-001; BIOS-001 as applicable	OPT-FN37	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0524	BDOS-STATE-001-P0524	1.0.0	OR-0524	1.0.0	BDOS-STATE-001	BDOSTEST.COM	BDO-078	CP/M 2.2 Function 39 has no Get-BIOS contract	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0525	BDOS-CALL-001-P0525	1.0.0	OR-0525	1.0.0	BDOS-CALL-001	BDOSTEST.COM	BDO-079	CP/M 2.2 selectors 40 and 41	REQUIRED	generic CP/M 2.2 baseline	profile manifest; restored fixture	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0526	BDOS-CALL-001-P0526	1.0.0	OR-0526	1.0.0	BDOS-CALL-001	BDOSTEST.COM	BDO-080	Common BDOS gateway and invocation	REQUIRED	generic CP/M 2.2 baseline	profile manifest; restored fixture	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0527	BDOS-CALL-001-P0527	1.0.0	OR-0527	1.0.0	BDOS-CALL-001	BDOSTEST.COM	BDO-081	Common selector and parameter carriers	REQUIRED	generic CP/M 2.2 baseline	profile manifest; restored fixture	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0528	BDOS-CALL-001-P0528	1.0.0	OR-0528	1.0.0	BDOS-CALL-001	BDOSTEST.COM	BDO-082	Common result and alias convention	REQUIRED	generic CP/M 2.2 baseline	profile manifest; restored fixture	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0529	BDOS-CALL-001-P0529	1.0.0	OR-0529	1.0.0	BDOS-CALL-001	BDOSTEST.COM	BDO-083	Strict CP/M 2.2 unsupported selectors	REQUIRED	generic CP/M 2.2 baseline	profile manifest; restored fixture	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0530	BDOS-CALL-001-P0530	1.0.0	OR-0530	1.0.0	BDOS-CALL-001	BDOSTEST.COM	BDO-084	General register preservation	NOT GUARANTEED	generic CP/M 2.2 baseline	profile manifest; restored fixture	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0531	BDOS-CALL-001-P0531	1.0.0	OR-0531	1.0.0	BDOS-CALL-001	BDOSTEST.COM	BDO-085	Returning-call stack balance	REQUIRED	generic CP/M 2.2 baseline	profile manifest; restored fixture	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0532	BDOS-CALL-001-P0532	1.0.0	OR-0532	1.0.0	BDOS-CALL-001	BDOSTEST.COM	BDO-086	Invalid parameters are function-specific	NOT GUARANTEED	generic CP/M 2.2 baseline	profile manifest; restored fixture	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0533	MEM-004-P0533	1.0.0	OR-0533	1.0.0	MEM-004	ENTRYTST.COM	ENT-025	BDOS reentrancy	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0534	CCP-006-P0534	1.0.0	OR-0534	1.0.0	CCP-006	CCPTEST.COM	CCP-048	Complete transient handoff	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0535	MEM-004-P0535	1.0.0	OR-0535	1.0.0	MEM-004	ENTRYTST.COM	ENT-026	Handoff preparation ordering	OUTSIDE SCOPE	generic CP/M 2.2 compatibility claim	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0536	CCP-006-P0536	1.0.0	OR-0536	1.0.0	CCP-006	CCPTEST.COM	CCP-049	Unloaded transient memory	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0537	MEM-004-P0537	1.0.0	OR-0537	1.0.0	MEM-004	ENTRYTST.COM	ENT-027	Immediate BDOS readiness	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0538	CCP-006-P0538	1.0.0	OR-0538	1.0.0	CCP-006	CCPTEST.COM	CCP-050	Loader DMA isolation	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	TEMP_FILES	designated writable scratch drive and reserved filenames	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0539	MEM-004-P0539	1.0.0	OR-0539	1.0.0	MEM-004	ENTRYTST.COM	ENT-028	Transient stack preparation	NOT GUARANTEED	generic CP/M 2.2 baseline	MEM-001; BIOS-001 as applicable	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
0540	CCP-006-P0540	1.0.0	OR-0540	1.0.0	CCP-006	CCPTEST.COM	CCP-051	Load rejection suppresses execution	REQUIRED	generic CP/M 2.2 baseline	MEM-001; BDOS public/file/console prerequisites used by case	CPM22-BASE	SAFE_READ_ONLY	none beyond runnable CP/M environment	INVENTORIED_NOT_IMPLEMENTED	REVIEW_REQUIRED
