entry	compatibility_requirement	evidence_source	personality_responsibility	validation_method	classification	delegation_boundary
0455	Translation implementation freedom	019 - CP/M 2.2 BIOS Disk Interface and Logical-Sector Semantics; I052 BIOS-004	Personality non-guarantee: do not publish one stable result	BIOS-004	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0456	BIOS DMA state	019 - CP/M 2.2 BIOS Disk Interface and Logical-Sector Semantics; I052 BIOS-004	Expose required CP/M BIOS ABI and configured structures	BIOS-004	REQUIRED	Physical/host device mechanism may be delegated behind BIOS-visible semantics
0457	BIOS logical-sector transfer	019 - CP/M 2.2 BIOS Disk Interface and Logical-Sector Semantics; I052 BIOS-004	Expose required CP/M BIOS ABI and configured structures	BIOS-004	REQUIRED	Physical/host device mechanism may be delegated behind BIOS-visible semantics
0458	BIOS WRITE type codes	019 - CP/M 2.2 BIOS Disk Interface and Logical-Sector Semantics; I052 BIOS-004	Expose required CP/M BIOS ABI and configured structures	BIOS-004	REQUIRED	Physical/host device mechanism may be delegated behind BIOS-visible semantics
0459	Physical storage freedom	019 - CP/M 2.2 BIOS Disk Interface and Logical-Sector Semantics; I052 BIOS-004	Excluded from CP/M personality contract	BIOS-004	NOT REQUIRED	No personality or provider structure constrained
0460	BIOS disk-call reentrancy	020 - CP/M 2.2 BIOS Jump Table, Boot, and Character-I/O Semantics; I052 BIOS-001,BIOS-002,BIOS-005	Personality non-guarantee: do not publish one stable result	BIOS-001,BIOS-002,BIOS-005	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0461	BIOS jump-vector structure	020 - CP/M 2.2 BIOS Jump Table, Boot, and Character-I/O Semantics; I052 BIOS-001,BIOS-002,BIOS-005	Expose required CP/M BIOS ABI and configured structures	BIOS-001,BIOS-002,BIOS-005	REQUIRED	Physical/host device mechanism may be delegated behind BIOS-visible semantics
0462	BIOS vector address freedom	020 - CP/M 2.2 BIOS Jump Table, Boot, and Character-I/O Semantics; I052 BIOS-001,BIOS-002,BIOS-005	Personality non-guarantee: do not publish one stable result	BIOS-001,BIOS-002,BIOS-005	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0463	BIOS-base discovery through WBOOT gateway	020 - CP/M 2.2 BIOS Jump Table, Boot, and Character-I/O Semantics; I052 BIOS-001,BIOS-002,BIOS-005	Expose required CP/M BIOS ABI and configured structures	BIOS-001,BIOS-002,BIOS-005	REQUIRED	Physical/host device mechanism may be delegated behind BIOS-visible semantics
0464	BOOT control contract	020 - CP/M 2.2 BIOS Jump Table, Boot, and Character-I/O Semantics; I052 BIOS-001,BIOS-002,BIOS-005	Expose required CP/M BIOS ABI and configured structures	BIOS-001,BIOS-002,BIOS-005	REQUIRED	Physical/host device mechanism may be delegated behind BIOS-visible semantics
0465	WBOOT control contract	020 - CP/M 2.2 BIOS Jump Table, Boot, and Character-I/O Semantics; I052 BIOS-001,BIOS-002,BIOS-005	Expose required CP/M BIOS ABI and configured structures	BIOS-001,BIOS-002,BIOS-005	REQUIRED	Physical/host device mechanism may be delegated behind BIOS-visible semantics
0466	Warm-start gateway reconstruction	020 - CP/M 2.2 BIOS Jump Table, Boot, and Character-I/O Semantics; I052 BIOS-001,BIOS-002,BIOS-005	Expose required CP/M BIOS ABI and configured structures	BIOS-001,BIOS-002,BIOS-005	REQUIRED	Physical/host device mechanism may be delegated behind BIOS-visible semantics
0467	Boot implementation freedom	020 - CP/M 2.2 BIOS Jump Table, Boot, and Character-I/O Semantics; I052 BIOS-001,BIOS-002,BIOS-005	Excluded from CP/M personality contract	BIOS-001,BIOS-002,BIOS-005	NOT REQUIRED	No personality or provider structure constrained
0468	BIOS console status contract	020 - CP/M 2.2 BIOS Jump Table, Boot, and Character-I/O Semantics; I052 BIOS-001,BIOS-002,BIOS-005	Expose required CP/M BIOS ABI and configured structures	BIOS-001,BIOS-002,BIOS-005	REQUIRED	Physical/host device mechanism may be delegated behind BIOS-visible semantics
0469	BIOS console input contract	020 - CP/M 2.2 BIOS Jump Table, Boot, and Character-I/O Semantics; I052 BIOS-001,BIOS-002,BIOS-005	Expose required CP/M BIOS ABI and configured structures	BIOS-001,BIOS-002,BIOS-005	REQUIRED	Physical/host device mechanism may be delegated behind BIOS-visible semantics
0470	BIOS character output contracts	020 - CP/M 2.2 BIOS Jump Table, Boot, and Character-I/O Semantics; I052 BIOS-001,BIOS-002,BIOS-005	Expose required CP/M BIOS ABI and configured structures	BIOS-001,BIOS-002,BIOS-005	REQUIRED	Physical/host device mechanism may be delegated behind BIOS-visible semantics
0471	BIOS reader contract	020 - CP/M 2.2 BIOS Jump Table, Boot, and Character-I/O Semantics; I052 BIOS-001,BIOS-002,BIOS-005	Expose required CP/M BIOS ABI and configured structures	BIOS-001,BIOS-002,BIOS-005	REQUIRED	Physical/host device mechanism may be delegated behind BIOS-visible semantics
0472	LISTST result policy	020 - CP/M 2.2 BIOS Jump Table, Boot, and Character-I/O Semantics; I052 BIOS-001,BIOS-002,BIOS-005	Profile-gated CP/M-visible obligation if selected	BIOS-001,BIOS-002,BIOS-005	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0473	Direct BIOS call layering	020 - CP/M 2.2 BIOS Jump Table, Boot, and Character-I/O Semantics; I052 BIOS-001,BIOS-002,BIOS-005	Expose required CP/M BIOS ABI and configured structures	BIOS-001,BIOS-002,BIOS-005	REQUIRED	Physical/host device mechanism may be delegated behind BIOS-visible semantics
0474	BIOS residual registers and reentrancy	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	Personality non-guarantee: do not publish one stable result	CCP-001,CCP-002	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0475	CCP semantic prompt	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	Expose required CP/M command-environment behavior	CCP-001,CCP-002	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0476	CCP prompt presentation freedom	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	Profile-gated CP/M-visible obligation if selected	CCP-001,CCP-002	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0477	CCP buffered command acquisition	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	Expose required CP/M command-environment behavior	CCP-001,CCP-002	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0478	DRI CCP command capacity	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	Profile-gated CP/M-visible obligation if selected	CCP-001,CCP-002	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0479	CCP empty and SPACE-only commands	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	Expose required CP/M command-environment behavior	CCP-001,CCP-002	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0480	TAB is not CCP SPACE	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	Profile-gated CP/M-visible obligation if selected	CCP-001,CCP-002	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0481	CCP ASCII case normalization	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	Expose required CP/M command-environment behavior	CCP-001,CCP-002	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0482	CCP built-in command set	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	Expose required CP/M command-environment behavior	CCP-001,CCP-002	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0483	Exact built-in-name matching	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	Expose required CP/M command-environment behavior	CCP-001,CCP-002	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0484	Built-in precedence	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	Expose required CP/M command-environment behavior	CCP-001,CCP-002	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0485	Drive-only CCP selection	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	Expose required CP/M command-environment behavior	CCP-001,CCP-002	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0486	Drive-prefixed transient dispatch	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	Expose required CP/M command-environment behavior	CCP-001,CCP-002	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0487	Primary-name transient command syntax	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	Expose required CP/M command-environment behavior	CCP-001,CCP-002	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0488	CCP resident/transient preparation boundary	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	Expose required CP/M command-environment behavior	CCP-001,CCP-002	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0489	Generic command-error recovery	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	Expose required CP/M command-environment behavior	CCP-001,CCP-002	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0490	Exact DRI command-error presentation	021 - CP/M 2.2 CCP Command Acquisition, Parsing, and Dispatch Semantics; I052 CCP-001,CCP-002	Profile-gated CP/M-visible obligation if selected	CCP-001,CCP-002	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0491	CCP parser implementation freedom	023 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-003,CCP-005,CCP-006	Excluded from CP/M personality contract	CCP-003,CCP-005,CCP-006	NOT REQUIRED	No personality or provider structure constrained
0492	CCP executable identity	023 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-003,CCP-005,CCP-006	Expose required CP/M command-environment behavior	CCP-003,CCP-005,CCP-006	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0493	Single-drive transient lookup	023 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-003,CCP-005,CCP-006	Expose required CP/M command-environment behavior	CCP-003,CCP-005,CCP-006	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0494	Current-user transient lookup	023 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-003,CCP-005,CCP-006	Expose required CP/M command-environment behavior	CCP-003,CCP-005,CCP-006	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0495	Explicit-drive lookup context	023 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-003,CCP-005,CCP-006	Expose required CP/M command-environment behavior	CCP-003,CCP-005,CCP-006	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0496	CCP sequential COM loading	023 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-003,CCP-005,CCP-006	Expose required CP/M command-environment behavior	CCP-003,CCP-005,CCP-006	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0497	CCP load completion	023 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-003,CCP-005,CCP-006	Expose required CP/M command-environment behavior	CCP-003,CCP-005,CCP-006	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0498	Final COM record granularity	023 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-003,CCP-005,CCP-006	Personality non-guarantee: do not publish one stable result	CCP-003,CCP-005,CCP-006	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0499	Resident-system load protection	023 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-003,CCP-005,CCP-006	Expose required CP/M command-environment behavior	CCP-003,CCP-005,CCP-006	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0500	Transient maximum is configuration-dependent	023 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-003,CCP-005,CCP-006	Personality non-guarantee: do not publish one stable result	CCP-003,CCP-005,CCP-006	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0501	CCP load-failure nonexecution	023 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-003,CCP-005,CCP-006	Expose required CP/M command-environment behavior	CCP-003,CCP-005,CCP-006	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0502	Pre-execution DMA restoration	023 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-003,CCP-005,CCP-006	Expose required CP/M command-environment behavior	CCP-003,CCP-005,CCP-006	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0503	CCP CALL/RET cleanup path	023 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-003,CCP-005,CCP-006	Expose required CP/M command-environment behavior	CCP-003,CCP-005,CCP-006	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0504	Termination-state convergence	023 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-003,CCP-005,CCP-006	Expose required CP/M command-environment behavior	CCP-003,CCP-005,CCP-006	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0505	CCP loader implementation freedom	022 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-005,CCP-006	Excluded from CP/M personality contract	CCP-005,CCP-006	NOT REQUIRED	No personality or provider structure constrained
0506	Default FCB operand assignment	022 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-005,CCP-006	Profile-gated CP/M-visible obligation if selected	CCP-005,CCP-006	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0507	Default FCB residual fields	022 - CP/M 2.2 CCP Transient Program Lookup, Loading, and Execution; I052 CCP-005,CCP-006	Personality non-guarantee: do not publish one stable result	CCP-005,CCP-006	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0508	Tail capacity is bounded by CCP input acquisition	024 - CP/M 2.2 Transient Program Lifecycle, Termination, and BDOS Return-; I052 CCP-007,MEM-005	Profile-gated CP/M-visible obligation if selected	CCP-007,MEM-005	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0509	Transient termination mechanisms	024 - CP/M 2.2 Transient Program Lifecycle, Termination, and BDOS Return-; I052 CCP-007,MEM-005	Expose required CP/M command-environment behavior	CCP-007,MEM-005	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0510	RET does not generally reconstruct page zero	024 - CP/M 2.2 Transient Program Lifecycle, Termination, and BDOS Return-; I052 CCP-007,MEM-005	Personality non-guarantee: do not publish one stable result	CCP-007,MEM-005	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0511	Termination does not implicitly close application FCBs	024 - CP/M 2.2 Transient Program Lifecycle, Termination, and BDOS Return-; I052 CCP-007,MEM-005	Personality non-guarantee: do not publish one stable result	CCP-007,MEM-005	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0512	Post-termination drive and user policy	025 - CP/M 2.2 BDOS File Operation Error Semantics and Application-; I052 ERROR-001,APP-004	Profile-gated CP/M-visible obligation if selected	ERROR-001,APP-004	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0513	File-operation failures are function-specific	025 - CP/M 2.2 BDOS File Operation Error Semantics and Application-; I052 ERROR-001,APP-004	Expose required CP/M result/recovery boundary	ERROR-001,APP-004	REQUIRED	Detection, retry and unwind may coordinate with delegated device/storage mechanisms
0514	Failure does not generally validate DMA contents	025 - CP/M 2.2 BDOS File Operation Error Semantics and Application-; I052 ERROR-001,APP-004	Personality non-guarantee: do not publish one stable result	ERROR-001,APP-004	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0515	FCB state after precondition or operation failure	025 - CP/M 2.2 BDOS File Operation Error Semantics and Application-; I052 ERROR-001,APP-004	Personality non-guarantee: do not publish one stable result	ERROR-001,APP-004	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0516	Directory-full and allocation-full are distinct	025 - CP/M 2.2 BDOS File Operation Error Semantics and Application-; I052 ERROR-001,APP-004	Expose required CP/M result/recovery boundary	ERROR-001,APP-004	REQUIRED	Detection, retry and unwind may coordinate with delegated device/storage mechanisms
0517	Malformed FCB behavior is outside the portable contract	026 - CP/M 2.2 BDOS System State Functions and Application-Visible; I052 BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	Personality non-guarantee: do not publish one stable result	BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0518	BDOS system state components	026 - CP/M 2.2 BDOS System State Functions and Application-Visible; I052 BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0519	BIOS-owned selected-drive resources	026 - CP/M 2.2 BDOS System State Functions and Application-Visible; I052 BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0520	Function 26 persistence boundary	026 - CP/M 2.2 BDOS System State Functions and Application-Visible; I052 BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0521	System-state independence	026 - CP/M 2.2 BDOS System State Functions and Application-Visible; I052 BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	Expose required CP/M BDOS call/state/service semantics	BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0522	ALV and DPB pointer lifetime	026 - CP/M 2.2 BDOS System State Functions and Application-Visible; I052 BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	Personality non-guarantee: do not publish one stable result	BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0523	Function 37 compatibility status	026 - CP/M 2.2 BDOS System State Functions and Application-Visible; I052 BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	Profile-gated CP/M-visible obligation if selected	BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	POLICY PENDING	Profile may select provider/mechanism; applicability must be declared
0524	CP/M 2.2 Function 39 has no Get-BIOS contract	026 - CP/M 2.2 BDOS System State Functions and Application-Visible; I052 BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	Excluded from CP/M personality contract	BDOS-STATE-001,BDOS-STATE-002,BDOS-STATE-003	NOT REQUIRED	No personality or provider structure constrained
0525	CP/M 2.2 selectors 40 and 41	027 - CP/M 2.2 BDOS Call Interface Convention and Register-State; I052 BDOS-CALL-001	Expose required CP/M BDOS call/state/service semantics	BDOS-CALL-001	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0526	Common BDOS gateway and invocation	027 - CP/M 2.2 BDOS Call Interface Convention and Register-State; I052 BDOS-CALL-001	Expose required CP/M BDOS call/state/service semantics	BDOS-CALL-001	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0527	Common selector and parameter carriers	027 - CP/M 2.2 BDOS Call Interface Convention and Register-State; I052 BDOS-CALL-001	Expose required CP/M BDOS call/state/service semantics	BDOS-CALL-001	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0528	Common result and alias convention	027 - CP/M 2.2 BDOS Call Interface Convention and Register-State; I052 BDOS-CALL-001	Expose required CP/M BDOS call/state/service semantics	BDOS-CALL-001	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0529	Strict CP/M 2.2 unsupported selectors	027 - CP/M 2.2 BDOS Call Interface Convention and Register-State; I052 BDOS-CALL-001	Expose required CP/M BDOS call/state/service semantics	BDOS-CALL-001	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0530	General register preservation	027 - CP/M 2.2 BDOS Call Interface Convention and Register-State; I052 BDOS-CALL-001	Personality non-guarantee: do not publish one stable result	BDOS-CALL-001	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0531	Returning-call stack balance	027 - CP/M 2.2 BDOS Call Interface Convention and Register-State; I052 BDOS-CALL-001	Expose required CP/M BDOS call/state/service semantics	BDOS-CALL-001	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0532	Invalid parameters are function-specific	027 - CP/M 2.2 BDOS Call Interface Convention and Register-State; I052 BDOS-CALL-001	Personality non-guarantee: do not publish one stable result	BDOS-CALL-001	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0533	BDOS reentrancy	028 - CP/M 2.2 CCP Transient Execution Handoff and Loader State Contract; I052 CCP-006,MEM-004	Personality non-guarantee: do not publish one stable result	CCP-006,MEM-004	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0534	Complete transient handoff	028 - CP/M 2.2 CCP Transient Execution Handoff and Loader State Contract; I052 CCP-006,MEM-004	Expose required CP/M command-environment behavior	CCP-006,MEM-004	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0535	Handoff preparation ordering	028 - CP/M 2.2 CCP Transient Execution Handoff and Loader State Contract; I052 CCP-006,MEM-004	Excluded from CP/M personality contract	CCP-006,MEM-004	NOT REQUIRED	No personality or provider structure constrained
0536	Unloaded transient memory	028 - CP/M 2.2 CCP Transient Execution Handoff and Loader State Contract; I052 CCP-006,MEM-004	Personality non-guarantee: do not publish one stable result	CCP-006,MEM-004	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0537	Immediate BDOS readiness	028 - CP/M 2.2 CCP Transient Execution Handoff and Loader State Contract; I052 CCP-006,MEM-004	Expose required CP/M command-environment behavior	CCP-006,MEM-004	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0538	Loader DMA isolation	028 - CP/M 2.2 CCP Transient Execution Handoff and Loader State Contract; I052 CCP-006,MEM-004	Expose required CP/M command-environment behavior	CCP-006,MEM-004	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0539	Transient stack preparation	028 - CP/M 2.2 CCP Transient Execution Handoff and Loader State Contract; I052 CCP-006,MEM-004	Personality non-guarantee: do not publish one stable result	CCP-006,MEM-004	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0540	Load rejection suppresses execution	028 - CP/M 2.2 CCP Transient Execution Handoff and Loader State Contract; I052 CCP-006,MEM-004	Expose required CP/M command-environment behavior	CCP-006,MEM-004	REQUIRED	Parsing/loading mechanisms may vary; delegated file/console operations retain CP/M results
0541	Post-RET reconstruction boundary	029 - CP/M 2.2 BDOS Directory Search Semantics and FCB/DMA Enumeration; I052 BDOS-FILE-003	Personality non-guarantee: do not publish one stable result	BDOS-FILE-003	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0542	Enumeration returns directory entries, not unique filenames	029 - CP/M 2.2 BDOS Directory Search Semantics and FCB/DMA Enumeration; I052 BDOS-FILE-003	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-003	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0543	Matching extents remain separately visible	029 - CP/M 2.2 BDOS Directory Search Semantics and FCB/DMA Enumeration; I052 BDOS-FILE-003	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-003	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0544	Application-built FCB case is not folded	029 - CP/M 2.2 BDOS Directory Search Semantics and FCB/DMA Enumeration; I052 BDOS-FILE-003	Personality non-guarantee: do not publish one stable result	BDOS-FILE-003	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0545	Search FCB lifetime	029 - CP/M 2.2 BDOS Directory Search Semantics and FCB/DMA Enumeration; I052 BDOS-FILE-003	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-003	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0546	Harmless state-query calls need not end enumeration	029 - CP/M 2.2 BDOS Directory Search Semantics and FCB/DMA Enumeration; I052 BDOS-FILE-003	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-003	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0547	Search context does not survive program lifecycle reset	029 - CP/M 2.2 BDOS Directory Search Semantics and FCB/DMA Enumeration; I052 BDOS-FILE-003	Personality non-guarantee: do not publish one stable result	BDOS-FILE-003	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0548	Physical enumeration order is not a sort contract	029 - CP/M 2.2 BDOS Directory Search Semantics and FCB/DMA Enumeration; I052 BDOS-FILE-003	Personality non-guarantee: do not publish one stable result	BDOS-FILE-003	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0549	Invalid-drive search need not return a result code	029 - CP/M 2.2 BDOS Directory Search Semantics and FCB/DMA Enumeration; I052 BDOS-FILE-003	Personality non-guarantee: do not publish one stable result	BDOS-FILE-003	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0550	Special drive-question search exposes complete directory values	030 - CP/M 2.2 BDOS File Lifecycle, Extent Management, and Metadata State; I052 BDOS-FILE-002,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0551	Make-to-open lifecycle equivalence	030 - CP/M 2.2 BDOS File Lifecycle, Extent Management, and Metadata State; I052 BDOS-FILE-002,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
0552	Working FCB may lead directory metadata	030 - CP/M 2.2 BDOS File Lifecycle, Extent Management, and Metadata State; I052 BDOS-FILE-002,BDOS-FILE-011	Personality non-guarantee: do not publish one stable result	BDOS-FILE-002,BDOS-FILE-011	NOT GUARANTEED	Owning mechanism may vary; CP/M software receives no broader promise
0553	Successful Close establishes reopened consistency	030 - CP/M 2.2 BDOS File Lifecycle, Extent Management, and Metadata State; I052 BDOS-FILE-002,BDOS-FILE-011	Expose required CP/M BDOS call/state/service semantics	BDOS-FILE-002,BDOS-FILE-011	REQUIRED	Host/platform mechanisms may be delegated only beneath FCB/DMA/console/state observations
